0,0,0,0
1,0,0,0
2,0,0,0
3,0,0,0
4,0,0,0
5,0,0,0
6,0,0,0
7,0,0,0
8,0,0,0
9,0,0,0
10,0,0,0
11,0,0,0
12,0,0,0
13,0,0,0
14,0,0,0
15,0,0,0
16,0,0,0
17,0,0,0
18,0,0,0
19,0,225,0
20,0,17936,0
21,0,2110,0
22,0,670,0
23,0,1010,0
24,0,649,0
25,86,498,0
26,17618,599,0
27,3260,301,300
28,11,495,19779
29,1472,476,306
30,0,434,316
31,1063,203,1585
32,1,337,383
33,877,238,735
34,751,244,20
35,21,294,885
36,610,294,152
37,79,181,700
38,397,347,633
39,233,310,74
40,158,232,41
41,486,277,605
42,520,202,391
43,6,286,236
44,532,333,18
45,465,276,521
46,18867,185,133
47,2594,291,458
48,1514,233,480
49,878,240,56
50,1423,258,34
51,983,161,487
52,607,216,375
53,1074,263,126
54,454,232,26
55,724,252,485
56,731,184,235
57,599,263,303
58,735,226,461
59,976,317,51
60,412,325,87
61,812,168,448
62,340,353,455
63,1066,319,65
64,282,248,23
65,906,270,504
66,534,262,379
67,904,332,192
68,956,389,528
69,540,352,20
70,891,223,175
71,388,270,437
72,936,632,537
73,724,21838,98
74,568,2808,59
75,1140,2244,622
76,1318,1559,591
77,398,2017,183
78,1365,2074,773
79,776,1741,20
80,1723,1738,460
81,590,2047,452
82,2450,2066,927
83,2892,3489,220
84,1032,4032,119
85,5885,5172,1134
86,3381,110675,1519
87,107417,2840,557
88,2431,2020,3854
89,2809,1503,2325
90,380,501,108119
91,1953,700,6907
92,50,1029,2563
93,902,155,2587
94,284,678,2464
95,515,165,2027
96,751,490,1058
97,475,225,1726
98,445,377,1515
99,122,529,935
100,516,124,1600
101,222,442,1453
102,692,146,1534
103,19,304,1452
104,420,182,1930
105,156,285,2650
106,258,327,20787
107,368,114,535
108,55,363,320
109,581,298,312
110,154,103,4
111,349,342,298
112,110,181,271
113,248,87,7
114,297,100,286
115,378,343,264
116,100,208,208
117,220,105,35
118,322,330,273
119,11,167,179
120,314,158,76
121,121,174,256
122,506,136,250
123,47,205,88
124,291,78,151
125,183,291,218
126,133,148,26
127,362,170,185
128,265,254,215
129,255,127,186
130,72,115,4
131,328,80,174
132,44,260,224
133,565,90,2
134,37,216,163
135,336,243,174
136,63,105,198
137,285,195,0
138,280,234,171
139,95,60,163
140,575,206,0
141,148,64,189
142,346,248,164
143,62,74,168
144,373,220,0
145,334,242,166
146,559,95,162
147,24,200,4
148,434,74,184
149,363,228,146
150,193,72,143
151,598,220,8
152,145,239,190
153,1118,86,146
154,343,251,9
155,758,267,158
156,1306,81,133
157,664,256,27
158,19009,120,183
159,42,205,197
160,0,126,67
161,0,200,74
162,0,271,175
163,0,101,66
164,0,299,116
165,0,218,152
166,0,153,162
167,0,229,15
168,0,162,161
169,0,362,147
170,0,81,9
171,0,396,157
172,0,393,140
173,0,124,160
174,0,483,3
175,0,390,179
176,0,149,133
177,0,553,2
178,0,190,148
179,0,598,180
180,0,256,153
181,0,869,0
182,0,1713,161
183,0,550,158
184,0,18163,8
185,0,0,172
186,0,0,164
187,0,0,146
188,0,0,0
189,0,0,174
190,0,0,179
191,0,0,2
192,0,0,156
193,0,0,199
194,0,0,165
195,0,0,20
196,0,0,177
197,0,0,152
198,0,0,64
199,0,0,188
200,0,0,212
201,0,0,96
202,0,0,138
203,0,0,223
204,0,0,42
205,0,0,185
206,0,0,199
207,0,0,243
208,0,0,16
209,0,0,220
210,0,0,232
211,0,0,13
212,0,0,246
213,0,0,247
214,0,0,253
215,0,0,1
216,0,0,299
217,0,0,295
218,0,0,0
219,0,0,329
220,0,0,369
221,0,0,346
222,0,0,0
223,0,0,408
224,0,0,473
225,0,0,10
226,0,0,540
227,0,0,725
228,0,0,866
229,0,0,206
230,0,0,1467
231,0,0,17664
232,0,0,0
233,0,0,0
234,0,0,0
235,0,0,0
236,0,0,0
237,0,0,0
238,0,0,0
239,0,0,0
240,0,0,0
241,0,0,0
242,0,0,0
243,0,0,0
244,0,0,0
245,0,0,0
246,0,0,0
247,0,0,0
248,0,0,0
249,0,0,0
250,0,0,0
251,0,0,0
252,0,0,0
253,0,0,0
254,0,0,0
255,0,0,0
